05_sva,2026-04-29T05:18:12-04:00,4ebc4f1eeeeb,7513,"Fix V3Assert stale failsp after recursive iteration (#7500) (#7513)"
05_sva,2026-04-28T06:50:16-04:00,bb1bfabab386,7506,"Fix internal error on multi-cycle SVA under default clocking (#7472) (#7506)"
05_sva,2026-04-27T08:20:34-04:00,c8893b64de2e,7482,"Support `always` / `always[m:n]` / `s_always[m:n]` property operators (#7482)"
05_sva,2026-04-23T10:50:23+02:00,cfebe805c90f,7448,"Support implication operator with constraint_set (#7300) (#7448)"
05_sva,2026-04-23T05:47:24+02:00,51eb5346c858,7461,"Support sequence within operator (#7461)"
05_sva,2026-04-20T07:43:18+02:00,935b2564eb70,7430,"Use NFA in SVA pass (V3AssertNfa: NFA-based multi-lcycle SVA evaluation engine) (#7430)"
05_sva,2026-04-19T08:03:19+02:00,29a93fe5bcc3,7442,"Fix internal error on `dist` under implication operator in constraints (#7440) (#7442)"
05_sva,2026-04-17T06:33:36-04:00,ba508c00d2c8,7436,"Support `until_with` property (#7290 partial) (#7436)"
05_sva,2026-04-10T08:17:54-04:00,4da31b0418d2,7399,"Support 'until' property (partial #7290) (#7399)"
05_sva,2026-04-09T18:28:28-04:00,854e80c3c251,7397,"Support nonconsecutive repetition [=N] in sequence expressions (#7397)"
05_sva,2026-04-09T11:42:43-04:00,d20d765dd021,7392,"Support first_match sequence operator (#7392)"
05_sva,2026-04-08T10:26:03-04:00,e63c4f563ec4,7379,"Support consecutive repetition [*N:M], [+], and [*] in sequence expressions (#7379)"
05_sva,2026-04-08T09:31:54+02:00,141fe8bdadcc,7374,"Support sequence intersect operator (#7374)"
05_sva,2026-04-06T17:12:22-04:00,dfb7b034a5f4,7378,"Support sequence 'throughout' operator (#7378)"
05_sva,2026-04-06T16:31:43-04:00,72b2ca55850a,7377,"Support ##[*], ##[+], ##[M:$] unbounded cycle delays in SVA properties (#7377)"
05_sva,2026-03-30T07:01:33-04:00,bf453361f669,7311,"Support consecutive repetition [*N] in SVA properties (#7311)"
05_sva,2026-03-27T14:31:03-04:00,f66df9e70ebd,7337,"Fix `disable iff` imply-delay statement linking (#7337)"
05_sva,2026-03-27T10:31:15-04:00,55e5f017589b,7310,"Support SVA goto repetition [->N] in concurrent assertions (#7310)"
05_sva,2026-03-26T10:08:22-04:00,3ddf7ad6eca4,7312,"Support ##[M:N] range cycle delay in SVA sequences (#7312)"
05_sva,2026-03-26T06:56:36+00:00,afa071a8228c,7309,"Optimize DfgPeephole until fixed point (#7309)"
05_sva,2026-03-24T08:56:14-04:00,0b2bf991a6d8,7285,"Support boolean and/or in sequence expressions (#7285)"
05_sva,2026-03-22T06:21:57-07:00,921607fd3520,7286,"Support property-local variables and sequence match items (#7286)"
05_sva,2026-03-20T10:24:46-04:00,a8bccab8e6eb,7283,"Support named sequence declarations and instances in assertions  (#7283)"
05_sva,2026-03-20T09:53:49-04:00,25c3bc814ed9,7284,"Support ## delay on implication RHS in SVA properties (#7284)"
05_sva,2026-03-05T20:03:48-05:00,b89d29cab996,6944,"* Support procedural concurrent assertion simple cases (#6944)."
05_sva,2026-03-04T17:55:55-05:00,7acd73fedecc,6933,"Fix super constructor calls with local variables, by using init functions (#6214) (#6933)"
05_sva,2026-02-19T11:33:30+01:00,ff3028aca3a3,7090,"Support `disable iff` with sequences (#7090)"
05_sva,2026-02-16T03:55:55+00:00,505d33b35a71,7079,"Support #0 delays with IEEE-1800 compliant semantics (#7079)"
